epoch,loss,train-acc,test-acc
0,19207.04883363843,0.59416,0.5776
1,12017.874959737062,0.73642,0.7101
2,9279.828403115273,0.7776,0.7392
3,7607.528182417154,0.8444,0.783
4,6249.321710377932,0.87766,0.7971
5,5206.5920043587685,0.8753,0.7934
6,4364.543280482292,0.91734,0.8149
7,3574.3530475199223,0.9304,0.8188
8,2939.572175860405,0.94024,0.8199
9,2445.1240497231483,0.95866,0.8244
10,2007.0594162344933,0.95898,0.8177
11,1587.4828185141087,0.96992,0.8213
12,1371.092373251915,0.96694,0.817
